website,brand,title,content
vogue,dior,Kiss Curls Get a Modern Makeover on the Dior Couture Runway,"Elegance reigned at Dior's spring 2023 couture show, where Maria Grazia Chiuri evoked the roaring '20s with an homage to the iconic dancer-turned-civil-rights-activist Josephine Baker. A symphony of silver, models were sent down the catwalk in glittering bias-cut gowns with beaded fringing that recalled the glamour of the cabaret.   Backstage at Dior's couture show in Paris.   As for the beauty, Peter Philips brought the drama with a bold charcoal smoky eye, touched with accents of shimmer. ""I highlighted the eyes with a combination of black shadows blended with silver in a transparent way,"" says Philips. ""It is a slightly blurred, unpolished smoky eye, which plays on light effects and provides an element of mystery."" The look was created using slate gray and silver shades from the 5 Couleurs Couture 079 Black Bow palette, which Philips applied on the upper eyelid, blending out towards the temples, as well the lash line of the lower eyelid. ""The result was a simultaneously dark yet bright look that was a bit blurred, and not too polished.""   Skin, meanwhile, was matte and flawless, prepped with the Dior Prestige skincare routine, which features the Micro-Huile de Rose Advanced Serum, Crème Texture Essentielle and the Micro-Serum de Rose Yeux Advanced for the eye area. This was topped with Dior Forever Glow Veil primer for added radiance. So as not to detract from the eye, lips were left natural, with a hint on sheen courtesy of the Rouge Dior Mitzah Collector patted onto the curves.   Channeling the sultry glitz of the Jazz Age, hairstylist Guido swept the hair back into glistening updos, styled at the front with contemporary kiss curls. ""Baby hairs, updos, braids, and short haircuts—the '20s are back in all different forms at Dior,"" he said.   Jennifer Lopez Confirms Milky Nails Are the New French Manicure  What Are the Best Colognes for Men? Inside My Dizzying Quest to Find Them  20 Women Who Prove That Underarm Hair Is the Ultimate Show of Confidence  Wave Goodbye to Dark Circles With These Eye Creams  Sign up for Vogue's shopping newsletter The Get to receive the insider's guide to what to shop and how to wear it"
vogue,dior,Christian Dior,"Maria Grazia Chiuri came across archive pictures of Josephine Baker performing in Dior couture in New York in 1951 in New York. The shining American-born French Black star and civil rights activist came to perform in Paris in 1925, becoming a leading light of the Jazz Age cabaret and a French citizen. In World War II, she joined the French Resistance, and in 2021 was finally honored as one of the greats of the French nation when her name was inscribed at a solemn ceremony at the Pantheon in Paris.  What an inspiration for the creative director to relate to—especially after the discovery that Baker had been a client of the house. ""She was really an incredible, empowered woman,"" Chiuri said in a preview at Dior headquarters. She dedicated the spring haute couture to her, and surrounded the show with a gallery of portraits commissioned from Mickalene Thomas featuring a new pantheon of similarly ground-breaking Black and biracial Hollywood actors and models of the 20th century, with Josephine Baker at its center.  Instead of leaning literally on the famous imagery of Baker as a showgirl, Chiuri took a more subtle, pared-back approach. She'd studied, too, less well-known photographs of Baker in restaurants, wearing day-suits, and in uniform during the war. The collection was all the more quietly powerful for it.  ""The line in this collection is more '20s,"" she said. ""More clean, less volume, more my attitude."" Her project, as she sees it more generally at Christian Dior, is ""to renovate"" and render the classical canon of the house to be lighter and easier to wear—and especially, now, to answer the growing requests from couture customers for daywear.  There were shimmery Deco-like beaded shifts that somehow recalled flapper dresses, for sure. Definite moments of green-room looks, with silver tap-pants or structured lingerie, but covered up with velvet dressing gown coats. A third of the way in came an outstanding gold cloque midi suit, the jacket recalling the iconic 1947 Bar jacket, but structured, sans corsetry to skim the body rather than nip.  She took the same clever approach to de-boning and un-fussifying the grandeur of the off-the-shoulder Dior ballgown, using artfully creased satins, in slate gray, liquid silver, or pale gold. These effects had a beautiful simplicity—like ideal heirloom dresses rediscovered in a family trunk.  But the real surprises were in the time Chuiri took to show her sober and impeccably-cut tailoring: the simplicity of double-breasted Dior gray skirt suits; a minimally perfect tuxedo coat; long, slim silhouettes in black. All there was in the way of decoration was on the feet: velvet, embroidered, ankle-strapped platform sandals. It will surely be more than enough to have modern-minded clients racing to Christian Dior to fill that yawning gap in chic things to wear for the day."
vogue,versace,We Can’t Get Enough of Pat McGrath’s “Very Versace” Eye Look,"Last night in Los Angeles, Versace carried fashion month into Hollywood's biggest weekend with a blowout show at the Pacific Design Center. Fittingly, the beauty was ""modern Hollywood glamour infused with a rebellious punk rock twist,"" according to makeup artist Pat McGrath, a longstanding collaborator of Donatella Versace, who has worked with the designer since the '90s.   ""The thing that we've had in common since day one is that we approach each project with a shared sense of excitement and adventure,"" McGrath says of taking risks and breaking the rules together. ""She's a true visionary with a unique perspective on beauty and fashion that's all her own."" In that spirit, McGrath crafted a ""very Versace"" graphic eye as the ""ultimate accessory to the collection,"" inspired by who else but Donatella herself.  ""We were running around looking for latex tape in Paris,"" McGrath says of securing the secret weapon tool behind the look's ""perfectly structured wing shape."" A glistening shine—the handiwork of layers of different inky textures—furthered the impact of the razor-sharp design. To create the look, McGrath started with her cult-favorite PermaGel Ultra Glide Eye Pencil and Perma Precision Liquid Eyeliner in Xtreme Black, topped with the same shade of shadow and Black Metal from the Mothership III Subversive palette, then added a custom blend of metallic pigments and glitter. Finally, the hand-cut black latex tape finished the look for a multidimensional flick.   This content can also be viewed on the site it originates from.  ""It was a look that embodied the spirit of Versace with just the right amount of edge and attitude,"" says McGrath. This held true with a ""classic tribute to Donatell's signature nude lip"" as well, the pro tracing pouts with Permagel Ultra Lip Pencil in Supernatural and finishing things off with a slick of Lust Gloss in Faux Real. ""I wanted the makeup to represent the Versace woman while she radiates confidence, power, and sophistication,"" she emphasizes.  From the runway to the front row, where stars like Pamela Anderson and Lil Nas X echoed the fierceness on the catwalk, the show was brimming with energy.  ""After the whirlwind of Paris fashion week, everyone was ready to have a good time,"" says McGrath. And the Versace show delivered just that—and a heavy dose of makeup inspiration—as it kicked off Oscars weekend.  Jennifer Lopez Confirms Milky Nails Are the New French Manicure  What Are the Best Colognes for Men? Inside My Dizzying Quest to Find Them  20 Women Who Prove That Underarm Hair Is the Ultimate Show of Confidence  Wave Goodbye to Dark Circles With These Eye Creams  Sign up for Vogue's shopping newsletter The Get to receive the insider's guide to what to shop and how to wear it"
vogue,versace,Anne Hathaway Continues Her Bombshell Streak at Versace’s L.A. Show,"Celebrities were out in full force at Versace's fall 2023 show in Los Angeles on March 9, despite the last-minute decision to bring it forward by a day due to the weather forecast. Naomi Campbell led a starry supermodel cast on the runway, while Lil Nas X, Miley Cyrus, Ariana DeBose, Elton John, and Dua Lipa lined the front row.   Anne Hathaway, meanwhile, delivered yet another bombshell moment at the event—attending wearing a croc-embossed minidress, tights, platform boots, and sunglasses from Versace, accessorized with Bulgari jewelry.   The actor wore another Versace look on the red carpet later that day.   The same day, she headed to the Taglyan Complex for the Hollywood Beauty Awards, and picked another Versace LBD to wear on the red carpet. Here, Hathaway opted for a sculpted maxi dress featuring a corseted bodice and spiked neckline, stamped with Versace's signature gold Medusa motifs on the straps.   The actor's two Versace outings succeed a string of head-turning outfits she's worn of late, including the sheer Valentino gown and hooded Alaïa look she wore at the Berlin Film Festival last month. According to Hathaway's stylist Erin Walsh, the actor's radiant ""glow"" brings her looks to life. ""That doesn't just come from clothes,"" Walsh previously told Vogue. ""It comes through stepping into your potential and embracing possibility.""    These Trending Shoes Have Become the New Ugg Slippers  9 Risqué Emily Ratajkowski Looks to Inspire Your Date Night Style  Jennifer Lawrence's Non-Shoe Is Surprisingly Chic  I'm Transfixed By Kim Kardashian's Gas Station Looks  Sign up for Vogue's shopping newsletter The Get to receive the insider's guide to what to shop and how to wear it  Listen to ‘The Run-Through with Vogue', a new weekly podcast featuring the most exciting stories and hot takes from the worlds of culture, politics, sports and–of course–fashion"
vogue,versace,"From Cher to Miley Cyrus, See All the Stars at Versace’s Los Angeles Spectacular","Last night, Donatella Versace headed to Los Angeles to stage her first Versace show in the city in more than 20 years—and pulled out all the stops. Any fears that the fashion extravaganza's last-minute change of timing (due to inclement weather, it was pulled forward a day in the run-up to the Oscars this weekend) might curb the ability of celebrities to attend were unfounded: the event was one of the most star-studded of the entire fashion season.  Not only did the runway spectacular—which took place on a theatrical raised platform above the Pacific Design Center, with sweeping views over the city's rooftops at sunset—feature a star-studded lineup of models that included Naomi Campbell and Gigi Hadid, but Versace brought out the cream of Hollywood to celebrate the occasion, too.  Naturally, the show attracted plenty of acting royalty. Anne Hathaway showed up in a killer LBD and a pair of Donatella-worthy, towering platform heels, while Oscar-winner (and latter-day meme queen) Ariana DeBose wore a show-stopping gown featuring see-through black crystal netting and stilettos. From Danielle Deadwyler to Lily James, Gabrielle Union to Pamela Anderson, the actors in attendance all fully embraced the Versace spirit of full-throttle glamour.  But the show also attracted an impressive mix of pop stars, too, with many of them opting for the night's more playful looks. Cher made an appearance with her new boyfriend Alexander Edwards, while Miley Cyrus, who is also celebrating the release of her latest album Endless Summer Vacation today, went for a more delicate look featuring reams of pink and black chiffon overlaid with serpentine chains. And that's without even mentioning the likes of Dua Lipa, Elton John, and Lil Nas X—last night, it's safe to say, the stars were out.  Here, see all of the celebrity arrivals to Versace's fall 2023 show in Los Angeles."
vogue,versace,Versace,"The forecast rarely calls for rain in Los Angeles, but when it does, things tend to grind to a halt. It's why the folks at Versace made the decision to reschedule their much-anticipated open air show from Friday to Thursday at the 25th hour. Mercifully that didn't stop the house's circle of Hollywood fans from showing up in Beverly Hills last night. The likes of Dua Lipa, Miley Cyrus, Channing Tatum, Anne Hathaway, and Lil Nas X all came out to support Donatella Versace, as well as lifelong friends like Elton John and Cher who sat front row with her record executive boyfriend on the roof of the landmark Pacific Design Center.  ""I mean I love this city, I love the people, the laid back vibe, the atmosphere,"" the designer said in a preview interview. At this time of year in particular, the city is a home away from home for Versace—after all she's spent many an Oscar weekend working with award nominees as they make the final touches on red carpet looks. The time around though, the spotlight was all hers.  To set the tone for house's destination show, Versace circled back to a pivotal mid-'90s moment. Easily the most prominent inspiration images on the moodboard for the collection were Richard Avedon's 1995 images of Kristen McMenamy. The chic skirt suit that McMenamy wore in those photos was tailored close to the body and replete with the brand's signature gold buttons.  ""I wanted to go back to the cut and shape of the clothes, to concentrate on the perfect little black dress, the perfect black suit,"" Versace said. Gigi Hadid opened the show dressed in a look that echoed those elegant proportions. She wasn't the only super in the house either: Versace favorite Naomi Campbell took her turn on the runway in an ankle-grazing black dress with an embellished bustier. Kendall Jenner, who like her friend Hadid was mostly absent from fashion week, stepped out to close the show in a teeny tiny LBD, glittering cropped cape, and classic pink satin pumps.  For celebrities that were still shopping for Oscar dresses, there were options aplenty. Some of the standouts: a crystal-encrusted naked dress that called to mind a modern Marilyn Monroe, a slinky black chainmail number with sculptural floral embellishments, and va-va-voom interpretations of the cone bra worked into various hourglass shapes.  Still, it was daywear that won the night, starting with Hadid's neatly tailored black skirt suit. Even the denim was cut with razor sharp precision—paired with a billowing white shirt, the slightly flared creased blue jean was easily one of the most covetable pairs of the season. There was a smart reinvention of the denim tuxedo as well, in the form of a funnel neck denim jacket with a sophisticated watteau back that was paired with a pencil skirt.  After the show, guests gathered to enjoy cocktails and admire the view as the sun set over snow-capped mountains. Many of the models joined the throng, still dressed in their runway gear. With dramatic black swooshes painted across their eyelids and satin slingbacks on their feet, they looked especially glamorous even among this well-heeled crowd, some of whom were only just getting started for a weekend of non-stop events. For the fashion editors and buyers in the house though, it was an epic bang of a season finale."
glamour,louis vuitton,Stylist Law Roach Sets the Record Straight on That Rumored Zendaya Feud,"As much as the internet loves a feud, celebrity stylist Law Roach is not going to let conspiracy theorists get between him and Zendaya.  On March 16, Roach sat down with The Cut editor-in-chief Lindsay Peoples to discuss the retirement announcement that shocked the fashion world. Earlier this week the famed stylist surprised everyone when he revealed he was stepping back from the ""politics"" and ""lies"" of the fashion business. With little else to go on, fans on TikTok and Twitter quickly began pointing to a recent video of Roach and Zendaya at a Louis Vuitton fashion show to explain his sudden exit. In the short clip, Zendaya is seated in the last available front-row spot while Roach appeared visibly unsure where to sit.   Despite Roach's specifically calling out ""false narratives"" in his retirement post, many were quick to make assumptions that Roach felt spurned by the fashion house as well as Zendaya, who was seen in the video pointing to a seat behind her. Roach corrected these feud rumors almost immediately, but now he's directly addressing the video.   This content can also be viewed on the site it originates from.  During his conversation with Peoples, Law Roach explained that he and Zendaya were already flustered after getting stuck in traffic and running late to the show. ""It was a lot of anxiety because Zendaya is really respectful and she doesn't like people to have to wait on her,"" Roach said. ""I'm always used to sitting next to her. And so, in my mind, my seat was next to her. So when I got there and it wasn't, you know, it wasn't a problem, but there was nobody to tell me where my actual seat was. And so the seat behind her, when you see her turn around and touch the seat, it wasn't her telling me to sit there, it was her telling me like, ‘That's Darnell's seat,' which is her assistant. I'm not gonna sit in Darnell's seat. So then where does he go? And so I was standing there—I was really just kind of confused.""  Roach went on to explain the importance of sitting next to Zendaya in order to gauge their feelings about the clothes in real-time. ""That's part of our relationship and our interaction, seeing the clothes together,"" he said. ""And you know, the little cues, and little such, like, that's the look.""  This content can also be viewed on the site it originates from.  Still, he was sure to explain that there was no tension between him and Zendaya, nor does he have beef with Delphine Arnault, the CEO of Christian Dior and daughter of LVHM CEO Bernard Arnault, who was seated next to the Euphoria star.  ""Somebody was like, ‘Law, you have to sit,' and I was like, ""I don't know where I'm sitting,'"" Law said. ""That became really tough because it made people think that Zendaya wasn't taking care of me and wasn't making sure I was taken care of. And then it became this thing with Delphine Arnault. I was like, Where did that come from? And so, now I have a beef with LVMH, and there's no beef with LVMH. Delphine and the Arnault family have been so kind to me. Like, even after the show, we went to the after-party. I had a whole conversation with her and congratulated her on her move to Dior. She sent me a beautiful bag, and it's like, there's no beef.""  Just because Roach is ""definitely, 100,000 percent retiring,"" doesn't mean his business relationship with Zendaya is over. ""People will say, ‘Oh, you not gonna leave Zendaya.' But I don't have to style Zendaya to be a part of her team and her creativity team, right?"" he said. ""So maybe if I choose, you know, not to be her stylist, I can still be her creative director and I can still, you know, manage a stylist or however I choose to do it. I haven't made a decision. She's giving me the grace to be able to make that decision because we really have a kinship. Like, you know, we've grown up together. And that's all I ever asked, was for people who I worked so hard for to just give me grace when I need it."" "
glamour,louis vuitton,Cate Blanchett’s Louis Vuitton Dress Has a Cape and Pockets,"Cate Blanchett was the picture of elegance at Cannes Film Festival on May 19. The actor walked the red carpet for the premiere of The Zone of Interest in a black-and-white Louis Vuitton dress with a cape detail and sequined silver pockets—yes, the dress has pockets! And we all know how the girlies love dresses with pockets.  The column gown traded color for chrome, as the belt had a structured silver clasp. The detail toughens the classic silhouette by adding a metallic edge. The front of the dress featured a black panel across her chest that fell over her shoulders into a long cape with white lining. The little details made a big impact, but none shone brighter than the Lord of the Rings star's oversized pockets.   All dresses should have pockets, especially if you're walking on a red carpet, and Blanchett's do not disappoint. The depth makes them the perfect size for stashing away anything you'd need for a last-minute touch-up, like a quick lipstick refresh; they also gave Cate Blanchett somewhere to place her hands when she posed for the cameras.   Cate Blanchett's hair was pulled back into a neat updo, and her makeup was a soft contrast to the black-and-white color palette.   But did we mention…the pockets?  "
glamour,louis vuitton,Rihanna’s Denim Jumpsuit Gave Her Baby Bump a Front Row Seat at Louis Vuitton,"A many-months pregnant Rihanna graced the Louis Vuitton show in Paris with her presence in head-to-toe denim that matched partner A$AP Rocky's own 'fit.   On Tuesday, June 20, the Oscar-nominated recording artist attended Pharrell Williams's first show as men's creative director of the fashion house in a pixel-patterned denim jumpsuit, unbuttoned to show off a matching bra as well as her baby bump. She accessorized with pointed-toe heels, layered necklaces, hoop earrings, and a matching beanie, styled over her long straight hair.  A$AP matched with his bae in LV denim shorts and a denim trucker jacket (also unbuttoned). He accessorized with a beanie, light green fuzzy slipper boots, and bejeweled sunglasses.   Rihanna and A$AP Rocky at the Louis Vuitton men's show in Paris.   Last week Rihanna teased her presence at the Louis Vuitton show with a campaign photo shared on her Instagram grid. In the photos she's modeling a black leather shirt jacket featuring the same pixel pattern as her denim bumpsuit, while holding a cup of coffee and several LV bags in green, yellow, and red. ""LOUIS VUITTON MEN Spring Summer 2024,"" she wrote in the caption. "
glamour,louis vuitton,Zendaya’s Simple Styling Hack Gave Her Louis Vuitton Look a Sexy Update,"A multitude of stars were out last night in Paris to witness Pharrell Williams's highly anticipated debut as creative director at Louis Vuitton men's. Among them, naturally, was brand ambassador Zendaya, who commanded attention in a dazzling outfit.  The Euphoria actor hit the step-and-repeat before taking her place on the front row, wearing a shimmering ensemble from Louis Vuitton's cruise 2024 collection, designed by womenswear creative director Nicolas Ghesquière. The look featured an eye-catching sequined shirt (unbuttoned to the navel), matching flared trousers, a black leather Capucine handbag, and brown patent leather pumps. Enhancing the overall vibe, the star adorned herself with Bulgari jewellery, including gold, diamond, and sapphire pieces.  A close-up of Zendaya's sequin moment  Louis Vuitton cruise 2024  In addition to Z, power couples such as Jay-Z and Beyoncé, as well as A$AP Rocky and Rihanna (the Fenty founder is the face of Pharrell's inaugural campaign for the brand, launched a few days prior), were in attendance, joined by notable figures like Lewis Hamilton, Naomi Campbell, and Kim Kardashian. The front row was brimming with personalities, all dressed head-to-toe in the latest LV.   Pharrell took the helm at Louis Vuitton following the passing of Virgil Abloh, and his debut show for spring-summer 2024 took place on top of the Pont Neuf, symbolising a figurative bridge between his hometown in Virginia and his new home in the French capital. Alongside upholding Abloh's legacy and finding inspiration in pivotal moments from his own life, Pharrell delved into contemporary interpretations of the iconic LV Damier pattern. With his roster of A-list friends and collaborators, we can only anticipate more star-studded affairs orchestrated by the newly appointed creative director—and Zendaya showing her support in yet more striking looks.  This article first appeared on British Vogue.  "
glamour,chanel,Kristen Stewart Goes Braless in Sheer Chanel,"Kristen Stewart is closing out the 2023 Berlin International Film Festival with a bang.  On February 25, the 32-year-old Berlinale jury president arrived on the red carpet for the festival's closing ceremony in a sheer Chanel gown with knitted black accents, including strategically placed pockets. She wore the bold look over a pair of high-waist black undergarments, opting to walk the carpet sans bra, and topped off the look with a pair of Chanel booties.  Despite the ensemble's elegant design and delicate details, Stewart's overall vibe was positively grunge with a rusty smoky eye and her tousled chocolate mullet and micro bangs.   Kristen Stewart arrives for the closing ceremony of the 73rd Berlin International Film Festival.  Stewart debuted the choppy style at Chanel's spring-summer 2023 show in Paris, courtesy of celebrity hairstyles and Virtue Labs creative director Adir Abergel.  Another look at Stewart's outfit  ""It's such a rare indulgence to be able to talk about the thing you're obsessed with—which in my case is movies—when you're not promoting it or making one,"" Stewart said of her appointment as jury president at a press conference towards the beginning of the festival, per Screen Daily. ""It wasn't my decision to be here. I was shocked that they called me; it's an enormous opportunity to have a hand in highlighting beautiful things in a time where that's hard to hold. It's the job of an artist to take a disgusting and ugly thing and transmute it, put it through your body, and pop out something more beautiful and more helpful. Something considered and not something knee-jerk reactive.""  She continued, ""We're living in the most reactive, emotionally whiplashed time. To sit and have a moment to digress and see what people have pumped out of their own bodies—that was an opportunity I couldn't say no to."" "
glamour,chanel,Kristen Stewart Wore See-Through Chanel Shorts to a Pre-Oscars Party,"Kristen Stewart's latest sheer Chanel ensemble is a subtle nod to last year's Oscars look.  On March 11, Stewart arrived at Chanel's pre-Oscars dinner in Beverly Hills wearing black knit shorts and a matching top with sequins and a sweet silver bow detail. As the 32-year-old actor is wont to do, she gave the elegant brand a grunge update with her choppy brunette mullet and smudged black smoky eye, topping off the entire look with a pair of black lace-up boots and white crew socks.   Clearly, Kristen Stewart, who has been a Chanel brand ambassador for many years now, has fully embraced shorts as a formal wear staple. On March 28, 2022, the Spencer actor attended the Academy Awards in a classic black suit with short shorts and an unbuttoned white dress shirt, quickly ditching her high heels for a pair of socks and loafers. ""When you pick a dress from the runway, you feel like you need to do it justice,"" she told Vogue at the time. ""This felt the other way around.""   Kristen Stewart attends the 94th Annual Academy Awards at on March 27, 2022.  ""It was the one opportunity to be me. I didn't want to feel placed in an outfit—I wanted to feel an elevated elegance, and [like it's a] second skin,"" she said of the look. ""The right way to do this was to lean into ‘less is more,' and allow yourself to stand in your own skin rather than put on an armor.""  The 95th annual Academy Awards will air on March 12 at 8 p.m. ET on ABC and will be available to stream on Hulu Live TV, YouTube TV, AT&T TV, and FuboTV. You can also watch on abc.com and the ABC app by authenticating with your provider. For everything else you need to know about the Oscars, click here. "
glamour,chanel,Kim Kardashian Dipped Into the Chanel Archives Ahead of the Met Gala,"When it comes to archival fashion, Kim Kardashian is a devoted collector of some of the most sought-after pieces. From Alexander McQueen's infamous spring-summer 2003 ""Oyster dress"" to the ultrarare autumn-winter 1990 Azzedine Alaïa cheetah-print bodysuit, the entrepreneur's personal archive is an impressive collection of important fashion pieces.  Kim Kardashian.  For her latest red-carpet appearance at the Time 100 Gala, she delivered another vintage look, wearing an ivory satin John Galliano slip dress with jeweled straps and a perfectly snatched waist. It's an unusually simple choice for Kardashian, but she added drama via layers of crystal necklaces, with pieces from Bulgari, Messika, and XIV Karats. However, the standout feature of Kardashian's look was her pearlescent Chanel clutch bag, a rare item designed by the late, legendary designer Karl Lagerfeld.  Kim Kardashian carries a Chanel conch bag.   First seen on Chanel's spring-summer 2012 runway (notably the spectacle where Florence Welch arose like Botticelli's Venus from a half shell to perform ""What the Water Gave Me""), the conch-inspired piece was integral to the oceanic theme of the whole collection. While the little seashell-shaped bag isn't currently available to purchase anywhere, avid collectors are certain to be able to source the piece from luxury resale sites like 1stDibs, Vestiaire Collective, and Farfetch Second Life, to name a few.  Chanel's spring-summer 2012 fashion show during Paris Fashion Week on October 4, 2011, in Paris.  If anyone needs a reminder, next Monday the annual Met Gala will honor Karl Lagerfeld's brilliant career, and the dress code for the event is ""in honor of Karl."" Kardashian's exploration of the Chanel archive may be a sign of what we can expect from her appearance on the famous steps of the Metropolitan Museum and a signal that she has been doing her fashion history research.  This content can also be viewed on the site it originates from.  Kardashian always takes her Met Gala outfits very seriously, and today she shared on Instagram pictures of her at Karl Lagerfeld's office in Paris ""getting a little inspiration for the Met."" In the pictures she examines original sketches and lies on a bed with Karl's cat Choupette, plotting for her next Met Gala triumph.  This article first appeared on British Vogue. "
glamour,chanel,Margot Robbie Wore a Slinky Gold Chain Vest Over a Black Bikini Top at the Chanel Show,"Margot Robbie was in festival mode at Chanel's cruise show on May 9, staged at Paramount Studios in Los Angeles. Joining Kristen Stewart, Paris Hilton, Sofia Richie, and Elle Fanning (among others) on the front row, the actor put a luxe spin on festival fashion in denim flares, a triangle bikini top, and a bejeweled vest, constructed from double-C charms and the maison's trademark leather chains. Coachella-ready fanny pack? Not for Robbie, who opted instead for a quilted top-handle stamped with the Chanel logo.  The actor rocked beachy waves on the front row at Chanel's Resort 2024 cruise show.  For added Coachella effect, the actor wore her signature beachy blonde waves in a '70s-inspired tousled style. She also kept her makeup low-key, with subtly lined eyes, blush, and a rosy lip.  Not mad about it!  The look echoed the LA-inspired collection that Virginie Viard debuted at the ""one night only"" event, which saw models take to the catwalk in bodysuits, leg-warmers, and wedges. ""I thought, Let's do Jane Fonda, Cindy Crawford—all our heroines,"" Viard said ahead of the showcase. Margot Robbie likely kept a close eye on the offering, given that her Barbie press tour is imminent—the pink looks, in particular, deserve a moment on the red carpet.  This article first appeared on British Vogue.  "
glamour,dior,Blackpink’s Jisoo Channeled Audrey Hepburn at Dior,"Blackpink's Jisoo has been a Dior devotee for a while now. In 2021 she was appointed a global ambassador for the house for both fashion and beauty, and has been a regular on the front row at Dior shows ever since.   The inspiration for Maria Grazia Chiuri's spring-summer 2023 couture collection was Josephine Baker, but Jisoo channeled Audrey Hepburn on the front row, sporting a wispy fringe, a neat bun, and a feline flick that was reminiscent of the actor's signature look.   Jisoo attending Dior's spring-summer 2023 couture show.  Creative and image director of Christian Dior makeup Peter Philips was behind the nostalgic beauty look and also oversaw the makeup on the runway. Meanwhile, the Blackpink musician's chosen outfit—a white dress with a sheer shirt beneath from Chiuri's autumn-winter 2022 couture show—echoed Hepburn's penchant for elegant, feminine silhouettes and a monochrome palette.   Accessories-wise, the singer was one of several guests carrying the maison's iconic Lady Dior bag, a style loved by the late Princess Diana, who was regularly seen with the patent black and navy versions hooked over her arm. Jisoo's Lady Dior, however, was scaled down in size—big enough to fit only the essentials (purse, phone, lipstick).   This post was originally published on British Vogue. "
glamour,dior,We Tried Dior Beauty’s Addict Lip Maximizer Gloss and It’s a Y2K Dream,"When TikTok becomes obsessed with a product, there's no escaping it. Few products have reached viral holy grail status, but Dior Beauty struck gold last year with its famous Lip Glow Oil, which seemed to be all over our feeds and became impossible to find in stock. Now the brand has done it again with the new and improved Dior Addict Lip Maximizer lip gloss, a revamped version of the original beloved formula, videos of which have already racked up 22.1 million view on TikTok.   It's no surprise that Dior Beauty created another obsession-worthy lip gloss that checks off all the boxes: high shine, hydrating ingredients, wide shade range and finishes, and no stickiness. Made with 90% natural-origin ingredients, the glosses contain hyaluronic acid and cherry oil for ultimate comfort and promise up to six hours of volume and shine.   But most impressive are the shades, a gorgeous range that spans classic neutrals and bold avant-garde colors. Two intensity options offer both sheer and intense color payoff, so whether your vibe is more clean-girl or vinyl goth glam, you'll be covered. There are also four different finishes—for those who want some extra shine, pearly and holographic will create that '90s-inspired frosted lip look, while classic and intense will make your lips look glassy and plump. And if you loved the minty smell of the Lip Glow Oil, you're in luck: The Addict Lip Maximizer has the same refreshing scent.   We put Dior Addict Lip Maximizer to the test, and these shades are some of Glamour editors' favorites. Scroll to see our honest reviews.   There are a few things that influenced my shade choice. Maybe it's my current obsession with Y2K sparkles, maybe it was Taylor Swift's trippy ""Lavender Haze"" music video. Regardless, this shade makes me so happy. In the tube it reads as extra sparkly and purple, but once applied, it's subtle and sheer with the faintest hint of lavender. You can't tell by the photo, but different lighting brings out the cool blue iridescent flecks—hence the holographic finish. Plus, the packaging makes me feel like I'm a hot mean girl in a rom-com whipping out her fancy lip gloss.     Dior Addict Lip Maximizer Gloss  Dior  Sephora  Ulta  I finally understand why Dior's Lip Maximizer is as popular as it is. Not only does it deliver a Y2K-worthy, high-shine finish without any stickiness—something I'm very weary of (a fly landed on my upper lip and got stuck when I was wearing so much Juicy)—but it plumps your lips ever so slightly without any burning or stinging. The tinted version also gives your pout the perfect pop of pigment for a soft-glam look, making the Maximizer the ideal lip product to keep in your bag or at your desk (which I now do). It's my favorite way to complete a full face of makeup, or feel a bit more put together when going barefaced. TikTok, you did good.    Dior Addict Lip Maximizer Gloss  Dior  I usually stray from a plumping gloss because of the tingling and uncomfortable feeling. However, the Dior Addict Lip Maximizer's ""plumping"" effect tingles but does not hurt at all. The gloss is hydrating, plumps slightly with a minty feel, and looks natural, almost like a clear gloss with a perfect shine for a nice, subtle everyday look.     Dior Addict Lip Maximizer Gloss  Dior  It was love at first sight with Dior's Intense Rosewood, a poetic shade of pink that goes on sheer and gives this just-bitten look that reminds me of Kirsten Dunst's Popsicle-stained lips in The Virgin Suicides. A refreshing tingle stays behind, along with a smooth, lasting sheen you can build on as the day goes by.    Dior Addict Lip Maximizer Gloss  Dior  Ulta  Ariana Yaptangco is the senior beauty editor at Glamour. Follow her on Instagram @arianayap.  "
